Mode,Expected Time,Actual Time,Correct Answers,Next Mode
2,1000,167,5,2
2,1000,31,0,1
1,750,1355,4,0
0,300,197,0,0
2,1000,951,1,1
1,750,1303,2,0
1,750,356,2,0
2,1000,752,0,1
2,1000,1358,0,1
1,750,846,2,0
1,750,968,1,0
1,750,25,5,2
0,300,197,5,1
2,1000,726,5,2
2,1000,1504,5,1
1,750,1076,4,1
1,750,1107,0,0
1,750,93,3,0
2,1000,1998,3,1
1,750,1344,3,0
2,1000,723,4,2
2,1000,1737,3,1
1,750,1406,4,0
1,750,477,0,0
0,300,113,3,0
0,300,577,5,0
2,1000,112,4,2
2,1000,902,0,1
1,750,357,2,0
1,750,1333,1,0
2,1000,1633,2,1
1,750,1112,5,1
1,750,1033,2,0
0,300,166,4,1
1,750,401,2,0
1,750,436,1,0
0,300,62,5,1
0,300,542,1,0
1,750,1497,1,0
1,750,1183,4,0
2,1000,1085,4,2
0,300,119,3,0
2,1000,1461,2,1
2,1000,60,2,1
2,1000,234,0,1
1,750,553,5,2
1,750,275,0,0
2,1000,851,3,1
1,750,752,0,0
1,750,900,5,1
2,1000,1178,4,2
1,750,680,2,0
1,750,616,3,0
2,1000,1688,3,1
1,750,1369,5,0
2,1000,1934,4,1
1,750,1061,1,0
0,300,520,1,0
2,1000,646,5,2
1,750,39,2,0
2,1000,799,0,1
2,1000,973,0,1
0,300,573,2,0
2,1000,1837,3,1
2,1000,1154,4,2
2,1000,1370,5,2
1,750,641,0,0
2,1000,680,0,1
2,1000,258,0,1
2,1000,479,3,1
1,750,544,2,0
1,750,49,1,0
2,1000,269,0,1
1,750,192,3,0
0,300,81,1,0
2,1000,1786,3,1
2,1000,1287,3,1
2,1000,829,4,2
1,750,1347,5,0
1,750,449,2,0
1,750,334,4,2
2,1000,520,4,2
0,300,49,1,0
1,750,496,5,2
1,750,1348,3,0
2,1000,995,4,2
0,300,464,4,0
1,750,739,3,0
0,300,209,5,1
1,750,1262,0,0
1,750,1136,0,0
0,300,229,4,1
2,1000,392,3,1
0,300,433,5,0
1,750,1001,0,0
1,750,1454,1,0
1,750,1464,0,0
2,1000,371,0,1
2,1000,451,4,2
1,750,1402,5,0
1,750,405,4,2
2,1000,1589,1,1
2,1000,1760,3,1
1,750,1449,3,0
1,750,227,4,2
2,1000,32,5,2
2,1000,1632,4,1
0,300,105,5,1
2,1000,1118,2,1
1,750,1457,5,0
0,300,290,3,0
2,1000,1529,4,1
1,750,147,1,0
1,750,636,3,0
1,750,989,4,1
1,750,523,4,2
2,1000,175,4,2
1,750,971,1,0
2,1000,688,1,1
1,750,1115,4,1
2,1000,302,4,2
2,1000,1285,1,1
1,750,894,2,0
2,1000,1343,5,2
1,750,1284,1,0
2,1000,1859,5,1
1,750,1249,2,0
2,1000,1125,3,1
0,300,220,2,0
0,300,160,5,1
2,1000,779,4,2
2,1000,1826,3,1
2,1000,1512,2,1
2,1000,490,1,1
2,1000,1376,4,2
1,750,1138,3,0
1,750,744,3,0
2,1000,327,1,1
2,1000,944,3,1
1,750,974,5,1
2,1000,840,4,2
0,300,274,5,1
2,1000,641,5,2
1,750,1406,0,0
2,1000,1192,1,1
1,750,66,3,0
2,1000,1859,3,1
1,750,349,5,2
1,750,676,0,0
2,1000,346,3,1
1,750,1412,4,0
2,1000,1347,4,2
2,1000,400,4,2
1,750,548,2,0
2,1000,33,5,2
1,750,465,3,0
2,1000,306,4,2
2,1000,206,2,1
1,750,315,3,0
2,1000,1620,1,1
1,750,28,2,0
2,1000,819,5,2
0,300,124,4,1
2,1000,1146,4,2
2,1000,1905,5,1
2,1000,733,3,1
2,1000,1258,4,2
1,750,1494,4,0
0,300,59,4,1
1,750,57,5,2
2,1000,1156,0,1
1,750,977,1,0
1,750,277,0,0
2,1000,151,5,2
2,1000,1300,2,1
0,300,224,5,1
1,750,898,2,0
1,750,1176,2,0
1,750,998,3,0
1,750,1266,0,0
2,1000,1833,2,1
1,750,161,2,0
2,1000,605,0,1
1,750,82,2,0
2,1000,1868,0,1
0,300,456,3,0
1,750,274,2,0
2,1000,1397,0,1
1,750,485,0,0
0,300,307,0,0
2,1000,682,3,1
1,750,1379,0,0
1,750,637,2,0
2,1000,1193,3,1
1,750,1080,4,1
2,1000,1362,2,1
0,300,539,5,0
2,1000,1616,0,1
2,1000,213,5,2
1,750,1265,5,0
1,750,851,0,0
1,750,827,4,1
2,1000,23,0,1
2,1000,147,0,1
2,1000,1516,3,1
1,750,588,0,0
2,1000,1222,1,1
2,1000,240,5,2
2,1000,528,4,2
2,1000,211,3,1
0,300,405,3,0
1,750,1261,2,0
2,1000,1618,0,1
2,1000,1385,5,2
2,1000,1900,3,1
1,750,399,2,0
2,1000,1210,4,2
2,1000,1528,2,1
1,750,899,4,1
0,300,206,2,0
2,1000,262,2,1
1,750,27,3,0
1,750,1367,3,0
1,750,1140,0,0
1,750,500,0,0
1,750,1046,0,0
1,750,609,5,2
1,750,85,4,2
1,750,934,3,0
0,300,326,3,0
2,1000,857,2,1
1,750,660,3,0
1,750,1455,1,0
0,300,550,5,0
2,1000,1820,5,1
2,1000,344,2,1
1,750,591,1,0
2,1000,824,5,2
1,750,1343,4,0
2,1000,315,5,2
0,300,516,0,0
2,1000,870,5,2
1,750,437,3,0
2,1000,684,0,1
1,750,53,0,0
2,1000,1054,2,1
2,1000,61,3,1
2,1000,440,1,1
0,300,269,4,1
1,750,65,4,2
2,1000,1056,3,1
1,750,747,1,0
2,1000,1031,0,1
2,1000,1308,5,2
1,750,1262,1,0
2,1000,1480,1,1
2,1000,1032,5,2
2,1000,1779,4,1
1,750,589,3,0
1,750,1174,3,0
1,750,396,3,0
1,750,1193,2,0
1,750,141,3,0
2,1000,1648,0,1
2,1000,512,5,2
2,1000,1712,4,1
0,300,592,5,0
0,300,143,0,0
1,750,324,5,2
2,1000,572,0,1
0,300,209,3,0
1,750,1330,4,0
2,1000,1079,1,1
0,300,594,2,0
2,1000,123,3,1
2,1000,1528,4,1
2,1000,1059,4,2
2,1000,269,2,1
1,750,942,1,0
0,300,115,5,1
0,300,266,2,0
0,300,163,2,0
1,750,1429,2,0
2,1000,517,1,1
2,1000,1503,4,1
2,1000,1901,4,1
2,1000,604,3,1
2,1000,27,1,1
1,750,341,4,2
0,300,301,2,0
1,750,16,3,0
0,300,260,1,0
2,1000,282,4,2
1,750,1381,0,0
2,1000,564,0,1
1,750,502,4,2
2,1000,829,0,1
2,1000,245,0,1
1,750,306,1,0
1,750,1437,1,0
1,750,291,0,0
2,1000,397,5,2
2,1000,1619,4,1
1,750,729,4,2
0,300,193,4,1
1,750,768,4,1
1,750,992,3,0
2,1000,1612,5,1
1,750,1280,0,0
1,750,1487,2,0
1,750,536,5,2
1,750,1154,4,0
2,1000,1360,5,2
1,750,1075,3,0
2,1000,1830,1,1
2,1000,206,5,2
2,1000,1459,1,1
1,750,586,0,0
1,750,1186,5,0
2,1000,978,2,1
0,300,436,0,0
1,750,136,1,0
1,750,905,4,1
2,1000,32,1,1
0,300,511,0,0
2,1000,1110,0,1
1,750,807,0,0
2,1000,553,4,2
2,1000,426,3,1
2,1000,1985,2,1
2,1000,1160,4,2
1,750,446,5,2
2,1000,1405,4,2
1,750,686,2,0
2,1000,87,0,1
1,750,1112,3,0
2,1000,1359,5,2
2,1000,1958,4,1
2,1000,1216,4,2
2,1000,457,1,1
1,750,274,4,2
2,1000,75,2,1
2,1000,1487,0,1
1,750,1155,0,0
1,750,1207,0,0
2,1000,1971,2,1
1,750,584,4,2
0,300,20,1,0
0,300,408,5,0
1,750,1272,2,0
1,750,620,4,2
2,1000,133,1,1
2,1000,1706,5,1
2,1000,1745,0,1
1,750,500,4,2
1,750,156,5,2
0,300,137,3,0
0,300,443,5,0
2,1000,1339,2,1
1,750,688,1,0
2,1000,965,5,2
1,750,1440,2,0
2,1000,102,4,2
1,750,168,1,0
2,1000,987,2,1
2,1000,1326,1,1
2,1000,1127,4,2
1,750,497,1,0
0,300,339,5,0
0,300,270,0,0
2,1000,1227,2,1
2,1000,756,3,1
2,1000,595,0,1
2,1000,609,3,1
2,1000,1653,1,1
1,750,1236,2,0
2,1000,762,5,2
2,1000,699,2,1
2,1000,997,2,1
1,750,677,2,0
1,750,1234,3,0
2,1000,1314,3,1
2,1000,1930,1,1
0,300,241,5,1
1,750,1011,1,0
2,1000,839,0,1
0,300,344,1,0
2,1000,1629,2,1
0,300,206,3,0
0,300,385,2,0
2,1000,1731,5,1
2,1000,311,2,1
1,750,206,3,0
2,1000,518,3,1
2,1000,1631,3,1
2,1000,503,4,2
2,1000,1095,2,1
2,1000,1460,3,1
2,1000,124,3,1
2,1000,1644,3,1
2,1000,1041,4,2
2,1000,1724,0,1
2,1000,1656,2,1
1,750,439,4,2
2,1000,705,4,2
1,750,778,0,0
0,300,378,0,0
2,1000,51,1,1
1,750,1262,3,0
2,1000,740,0,1
2,1000,983,4,2
1,750,1180,2,0
1,750,1186,0,0
2,1000,145,4,2
1,750,1026,0,0
1,750,1040,5,1
2,1000,1587,5,1
1,750,565,0,0
1,750,1277,3,0
0,300,65,1,0
1,750,1413,0,0
2,1000,1547,0,1
2,1000,502,4,2
1,750,411,1,0
1,750,121,4,2
1,750,232,5,2
1,750,78,0,0
0,300,23,3,0
2,1000,833,4,2
0,300,345,1,0
2,1000,233,3,1
1,750,1061,3,0
1,750,629,5,2
0,300,126,5,1
2,1000,287,0,1
2,1000,3,0,1
2,1000,1467,4,2
2,1000,7,0,1
2,1000,1174,3,1
1,750,366,3,0
2,1000,1406,0,1
0,300,139,0,0
1,750,208,3,0
2,1000,1215,1,1
0,300,578,4,0
1,750,119,5,2
2,1000,329,0,1
1,750,195,2,0
2,1000,1988,2,1
0,300,392,4,0
2,1000,1943,4,1
2,1000,957,1,1
1,750,560,1,0
2,1000,271,2,1
2,1000,9,0,1
0,300,149,2,0
0,300,18,4,1
1,750,83,5,2
1,750,250,4,2
0,300,230,2,0
2,1000,1816,3,1
2,1000,878,0,1
2,1000,1436,5,2
2,1000,1729,4,1
1,750,1492,1,0
1,750,95,4,2
2,1000,432,4,2
1,750,1336,3,0
0,300,432,1,0
2,1000,296,3,1
2,1000,844,1,1
1,750,1018,4,1
1,750,918,3,0
1,750,1151,5,0
2,1000,1796,0,1
1,750,1090,5,1
2,1000,1910,0,1
2,1000,1291,2,1
2,1000,1843,5,1
0,300,178,0,0
2,1000,750,3,1
2,1000,506,4,2
1,750,58,4,2
2,1000,1267,1,1
2,1000,1540,4,1
0,300,120,5,1
1,750,405,5,2
2,1000,821,1,1
2,1000,1102,0,1
2,1000,806,1,1
2,1000,1975,5,1
2,1000,194,5,2
2,1000,473,1,1
2,1000,711,0,1
1,750,880,4,1
2,1000,466,3,1
1,750,32,4,2
1,750,1035,2,0
2,1000,1189,1,1
2,1000,1709,5,1
2,1000,412,4,2
2,1000,468,2,1
2,1000,1219,5,2
2,1000,140,1,1
0,300,589,2,0
2,1000,514,5,2
0,300,316,0,0
2,1000,1485,5,2
2,1000,413,5,2
2,1000,1019,4,2
2,1000,1924,5,1
1,750,303,3,0
2,1000,1913,3,1
2,1000,469,4,2
2,1000,1184,0,1
1,750,1266,5,0
1,750,537,3,0
1,750,359,5,2
2,1000,597,4,2
1,750,985,5,1
0,300,274,1,0
1,750,1344,4,0
2,1000,902,5,2
2,1000,1465,2,1
2,1000,1946,5,1
2,1000,1247,1,1
2,1000,932,0,1
2,1000,686,2,1
2,1000,506,5,2
1,750,1091,1,0
2,1000,1939,4,1
0,300,81,0,0
0,300,144,1,0
2,1000,344,4,2
2,1000,1071,2,1
2,1000,1909,5,1
0,300,343,3,0
2,1000,631,1,1
1,750,642,5,2
0,300,546,0,0
2,1000,387,4,2
1,750,469,2,0
1,750,568,1,0
1,750,926,5,1
2,1000,182,4,2
0,300,276,3,0
2,1000,1270,5,2
0,300,411,2,0
0,300,54,4,1
2,1000,96,4,2
2,1000,874,3,1
1,750,50,5,2
2,1000,197,4,2
1,750,1006,3,0
1,750,940,0,0
2,1000,618,0,1
2,1000,685,4,2
1,750,627,1,0
2,1000,845,4,2
2,1000,1894,5,1
1,750,1353,1,0
1,750,921,1,0
2,1000,1330,2,1
2,1000,1013,2,1
1,750,1066,0,0
2,1000,114,0,1
2,1000,1304,1,1
0,300,544,2,0
1,750,885,0,0
1,750,414,1,0
0,300,594,1,0
2,1000,1214,0,1
1,750,835,0,0
2,1000,923,0,1
2,1000,1036,2,1
2,1000,854,2,1
2,1000,1182,1,1
1,750,1069,5,1
2,1000,86,5,2
2,1000,300,0,1
1,750,1051,3,0
1,750,648,4,2
2,1000,1099,5,2
2,1000,1647,5,1
0,300,24,4,1
2,1000,45,4,2
1,750,309,5,2
0,300,21,4,1
2,1000,1193,5,2
1,750,366,4,2
1,750,976,3,0
1,750,247,0,0
1,750,592,2,0
1,750,1093,5,1
1,750,322,5,2
2,1000,1520,1,1
2,1000,1101,0,1
1,750,270,0,0
1,750,927,1,0
2,1000,1667,1,1
2,1000,1935,0,1
2,1000,901,3,1
0,300,381,5,0
0,300,167,3,0
0,300,528,0,0
0,300,36,3,0
2,1000,1605,2,1
1,750,1231,3,0
1,750,1472,0,0
2,1000,1953,3,1
1,750,718,4,2
0,300,477,2,0
2,1000,1083,3,1
2,1000,1563,3,1
2,1000,365,5,2
1,750,948,5,1
2,1000,1060,2,1
1,750,359,2,0
1,750,873,1,0
1,750,1139,2,0
2,1000,163,3,1
1,750,1167,3,0
1,750,35,5,2
2,1000,1010,4,2
2,1000,1319,2,1
1,750,1267,0,0
1,750,632,1,0
2,1000,403,4,2
1,750,117,5,2
1,750,1498,5,0
1,750,945,5,1
2,1000,1243,0,1
2,1000,440,5,2
1,750,375,5,2
1,750,632,3,0
1,750,1429,4,0
1,750,967,3,0
1,750,200,5,2
1,750,679,1,0
1,750,874,2,0
2,1000,158,2,1
0,300,337,5,0
1,750,61,1,0
0,300,352,2,0
0,300,535,3,0
1,750,11,2,0
2,1000,1064,4,2
2,1000,1327,4,2
1,750,1353,5,0
2,1000,625,0,1
2,1000,138,3,1
0,300,52,5,1
2,1000,1465,5,2
0,300,337,3,0
1,750,443,1,0
2,1000,1213,5,2
0,300,555,5,0
1,750,1362,4,0
2,1000,483,1,1
1,750,250,3,0
0,300,367,2,0
2,1000,1333,0,1
0,300,195,1,0
1,750,751,0,0
1,750,339,0,0
1,750,1427,5,0
1,750,160,0,0
2,1000,876,4,2
1,750,1174,0,0
2,1000,350,1,1
2,1000,1016,3,1
1,750,340,0,0
1,750,1120,2,0
2,1000,908,3,1
2,1000,81,0,1
1,750,1391,4,0
2,1000,950,1,1
1,750,819,5,1
1,750,130,3,0
2,1000,979,3,1
0,300,427,2,0
0,300,423,4,0
2,1000,597,0,1
1,750,218,2,0
0,300,568,2,0
2,1000,475,2,1
2,1000,281,0,1
2,1000,1231,1,1
1,750,43,3,0
2,1000,1963,1,1
1,750,327,0,0
2,1000,145,2,1
0,300,570,3,0
1,750,1176,4,0
2,1000,319,1,1
1,750,471,3,0
0,300,178,3,0
1,750,1149,5,0
1,750,1014,1,0
1,750,1074,2,0
1,750,431,4,2
2,1000,1133,4,2
1,750,484,3,0
2,1000,1732,3,1
2,1000,1431,1,1
1,750,1458,2,0
2,1000,466,2,1
2,1000,52,4,2
1,750,1079,1,0
0,300,69,0,0
0,300,43,1,0
2,1000,1199,3,1
2,1000,1768,5,1
2,1000,204,0,1
1,750,300,4,2
1,750,504,5,2
2,1000,909,4,2
2,1000,84,5,2
2,1000,1232,5,2
0,300,325,0,0
1,750,720,4,2
1,750,539,1,0
1,750,1223,0,0
2,1000,555,1,1
1,750,1064,2,0
1,750,137,1,0
0,300,276,2,0
1,750,643,0,0
1,750,699,1,0
1,750,464,0,0
1,750,134,3,0
2,1000,1364,1,1
2,1000,818,0,1
2,1000,585,2,1
2,1000,1387,2,1
0,300,382,4,0
1,750,818,3,0
1,750,1396,2,0
0,300,181,0,0
1,750,97,4,2
2,1000,937,0,1
1,750,591,5,2
1,750,1336,0,0
2,1000,130,2,1
2,1000,228,0,1
1,750,1204,5,0
2,1000,687,4,2
2,1000,1298,2,1
1,750,824,4,1
2,1000,906,4,2
0,300,451,1,0
2,1000,1868,1,1
1,750,613,2,0
1,750,188,4,2
1,750,643,1,0
1,750,710,0,0
0,300,241,4,1
1,750,1454,4,0
1,750,573,0,0
2,1000,1623,3,1
0,300,257,1,0
2,1000,1413,1,1
0,300,453,1,0
2,1000,1333,1,1
2,1000,1204,2,1
0,300,79,5,1
0,300,406,0,0
1,750,1128,4,0
1,750,178,0,0
1,750,1276,5,0
1,750,1259,2,0
2,1000,1398,5,2
2,1000,1147,1,1
2,1000,133,3,1
1,750,1216,0,0
2,1000,1985,5,1
1,750,269,0,0
2,1000,1940,5,1
1,750,733,0,0
1,750,296,2,0
0,300,428,5,0
1,750,1197,0,0
1,750,1057,2,0
2,1000,1664,1,1
2,1000,534,4,2
2,1000,635,4,2
1,750,1417,5,0
2,1000,1012,5,2
1,750,760,3,0
2,1000,267,1,1
2,1000,714,2,1
1,750,626,5,2
2,1000,72,4,2
0,300,166,0,0
1,750,730,3,0
0,300,572,3,0
0,300,283,1,0
2,1000,1809,1,1
2,1000,1677,1,1
0,300,256,1,0
2,1000,1356,2,1
2,1000,220,3,1
2,1000,671,0,1
2,1000,1722,2,1
1,750,931,0,0
2,1000,406,5,2
0,300,42,1,0
0,300,15,3,0
1,750,1221,1,0
2,1000,201,0,1
2,1000,870,2,1
1,750,596,1,0
2,1000,455,3,1
2,1000,1966,1,1
1,750,228,5,2
2,1000,1786,5,1
1,750,1436,3,0
1,750,768,0,0
0,300,564,5,0
2,1000,1832,1,1
2,1000,1119,3,1
1,750,1240,2,0
2,1000,1301,5,2
0,300,429,1,0
0,300,180,4,1
2,1000,1891,0,1
1,750,535,1,0
1,750,540,2,0
0,300,375,1,0
2,1000,82,3,1
0,300,476,0,0
2,1000,1498,2,1
0,300,61,0,0
0,300,151,1,0
2,1000,437,0,1
1,750,15,4,2
2,1000,932,5,2
1,750,241,0,0
2,1000,600,3,1
1,750,1412,3,0
2,1000,1792,5,1
2,1000,1135,0,1
0,300,563,2,0
2,1000,1604,3,1
2,1000,1976,0,1
2,1000,1150,1,1
2,1000,1947,0,1
2,1000,1910,5,1
1,750,1470,3,0
2,1000,1027,2,1
1,750,1285,1,0
1,750,1460,5,0
1,750,396,5,2
2,1000,1425,3,1
2,1000,1432,4,2
0,300,430,3,0
0,300,380,0,0
2,1000,667,5,2
2,1000,244,2,1
2,1000,1243,1,1
1,750,812,4,1
2,1000,1014,4,2
2,1000,532,5,2
2,1000,169,2,1
1,750,415,1,0
1,750,498,5,2
2,1000,503,3,1
1,750,177,0,0
2,1000,1188,2,1
1,750,556,4,2
1,750,1139,0,0
1,750,397,4,2
2,1000,1580,0,1
2,1000,1182,5,2
2,1000,1678,0,1
1,750,1246,2,0
1,750,859,4,1
1,750,971,2,0
2,1000,34,5,2
2,1000,698,0,1
1,750,490,0,0
0,300,272,3,0
2,1000,1224,1,1
2,1000,1143,4,2
1,750,1277,1,0
1,750,562,2,0
2,1000,99,3,1
1,750,522,1,0
2,1000,1707,3,1
1,750,1175,4,0
2,1000,761,3,1
1,750,781,3,0
2,1000,1216,2,1
0,300,445,1,0
1,750,1349,1,0
1,750,821,0,0
2,1000,696,1,1
2,1000,1963,0,1
1,750,1328,5,0
1,750,1001,2,0
2,1000,1642,3,1
1,750,1182,1,0
2,1000,1408,2,1
1,750,1474,2,0
2,1000,1361,4,2
2,1000,477,4,2
0,300,250,1,0
2,1000,999,4,2
1,750,586,2,0
2,1000,1598,5,1
0,300,456,5,0
1,750,1208,2,0
0,300,381,3,0
1,750,1243,0,0
0,300,126,0,0
1,750,515,1,0
1,750,278,3,0
1,750,943,3,0
0,300,217,2,0
2,1000,1061,2,1
2,1000,1634,5,1
2,1000,376,4,2
1,750,1052,2,0
2,1000,677,3,1
1,750,289,4,2
0,300,257,5,1
0,300,274,4,1
2,1000,1093,3,1
1,750,1404,3,0
0,300,76,4,1
2,1000,1685,0,1
1,750,426,5,2
0,300,530,1,0
2,1000,818,4,2
1,750,1034,2,0
1,750,1469,4,0
0,300,479,1,0
1,750,685,5,2
1,750,311,2,0
0,300,185,1,0
2,1000,1930,5,1
2,1000,801,0,1
2,1000,1005,0,1
1,750,726,2,0
2,1000,98,3,1
2,1000,1985,0,1
2,1000,1631,4,1
1,750,527,4,2
1,750,285,4,2
2,1000,1713,5,1
2,1000,390,2,1
1,750,1097,0,0
2,1000,409,0,1
1,750,1125,5,1
1,750,583,5,2
2,1000,640,1,1
2,1000,1233,4,2
2,1000,1859,0,1
0,300,171,3,0
2,1000,139,1,1
2,1000,477,0,1
1,750,1048,0,0
0,300,321,5,0
1,750,447,5,2
2,1000,1553,4,1
1,750,1152,5,0
1,750,91,0,0
2,1000,310,3,1
2,1000,1941,1,1
1,750,711,4,2
1,750,968,2,0
2,1000,832,4,2
1,750,1030,1,0
2,1000,742,2,1
1,750,19,3,0
1,750,1308,1,0
2,1000,1680,3,1
1,750,82,0,0
0,300,194,1,0
1,750,175,0,0
0,300,220,4,1
0,300,599,2,0
1,750,258,5,2
1,750,759,1,0
1,750,307,5,2
2,1000,1715,4,1
1,750,845,0,0
1,750,368,0,0
1,750,674,5,2
2,1000,1778,1,1
1,750,1126,4,0
1,750,169,2,0
2,1000,1336,2,1
2,1000,1114,5,2
2,1000,30,4,2
2,1000,1432,2,1
1,750,1261,0,0
1,750,488,0,0
0,300,205,4,1
1,750,1327,1,0
2,1000,94,3,1
2,1000,246,3,1
1,750,916,1,0
1,750,1371,4,0
1,750,19,2,0
2,1000,1468,2,1
1,750,476,3,0
1,750,344,0,0
2,1000,604,4,2
0,300,153,3,0
2,1000,674,3,1
0,300,572,1,0
1,750,1225,4,0
1,750,133,4,2
1,750,1202,3,0
0,300,192,2,0
1,750,1285,0,0
0,300,186,1,0
1,750,1273,2,0
1,750,1477,0,0
2,1000,1075,4,2
1,750,836,5,1
1,750,962,1,0
2,1000,799,4,2
2,1000,137,2,1
2,1000,37,3,1
2,1000,727,3,1
1,750,447,1,0
1,750,772,5,1
0,300,9,3,0
2,1000,707,3,1
0,300,172,1,0
2,1000,1398,3,1
2,1000,810,2,1
1,750,736,2,0
2,1000,1155,3,1
2,1000,613,4,2
1,750,91,5,2
0,300,552,4,0
1,750,861,5,1
1,750,1170,1,0
1,750,1013,5,1
1,750,166,5,2
2,1000,188,4,2
2,1000,1188,5,2
2,1000,1060,5,2
0,300,34,3,0
2,1000,1303,5,2
2,1000,167,0,1
2,1000,306,2,1
1,750,1094,0,0
2,1000,865,4,2
0,300,209,2,0
2,1000,382,0,1
1,750,267,5,2
2,1000,1483,4,2
2,1000,1658,3,1
0,300,362,0,0
0,300,462,2,0
2,1000,1321,0,1
2,1000,1004,1,1
1,750,417,3,0
2,1000,389,2,1
0,300,51,3,0
1,750,717,0,0
1,750,583,1,0
2,1000,1267,4,2
0,300,430,2,0
2,1000,1466,5,2
0,300,179,1,0
2,1000,1804,2,1
1,750,99,5,2
2,1000,1278,2,1
2,1000,773,3,1
2,1000,1902,5,1
2,1000,127,2,1
2,1000,1997,1,1
1,750,1130,1,0
2,1000,1849,1,1
2,1000,1538,1,1
2,1000,805,3,1
2,1000,708,2,1
2,1000,1545,5,1
0,300,330,3,0
1,750,699,0,0
1,750,672,5,2
0,300,159,4,1
2,1000,1766,5,1
0,300,446,5,0
1,750,212,3,0
1,750,292,4,2
2,1000,331,1,1
1,750,850,4,1
2,1000,1761,3,1
2,1000,1550,5,1
1,750,1291,0,0
2,1000,1815,0,1
0,300,223,0,0
1,750,1230,3,0
2,1000,107,5,2
1,750,452,2,0
2,1000,620,0,1
2,1000,736,5,2
1,750,702,5,2
2,1000,1866,4,1
1,750,504,4,2
0,300,30,1,0
1,750,1386,3,0
2,1000,1405,3,1
1,750,1490,3,0
1,750,1127,2,0
2,1000,608,4,2
0,300,147,1,0
2,1000,798,4,2
0,300,103,1,0
2,1000,1556,3,1
2,1000,702,3,1
0,300,312,0,0
2,1000,144,4,2
1,750,1335,1,0
1,750,1363,2,0
2,1000,699,5,2
0,300,590,2,0
2,1000,1350,4,2
2,1000,364,0,1
1,750,1235,3,0
1,750,905,1,0
2,1000,1495,2,1
1,750,1052,1,0
1,750,159,0,0
1,750,1456,0,0
2,1000,1870,1,1
1,750,1352,3,0
1,750,1101,1,0
2,1000,1403,1,1
2,1000,1640,4,1
0,300,84,1,0
2,1000,283,0,1
2,1000,388,2,1
1,750,287,3,0
0,300,455,4,0
2,1000,1775,2,1
1,750,989,5,1
2,1000,916,5,2
1,750,845,5,1
1,750,1320,4,0
0,300,285,5,1
2,1000,1290,5,2
1,750,1383,4,0
2,1000,1860,2,1
1,750,791,3,0
1,750,441,4,2
2,1000,1501,3,1
1,750,415,2,0
1,750,1197,4,0
2,1000,491,2,1
1,750,389,1,0
1,750,198,4,2
2,1000,1508,0,1
2,1000,887,0,1
2,1000,480,0,1
1,750,1243,5,0
1,750,857,4,1
1,750,615,4,2
2,1000,406,1,1
1,750,326,5,2
1,750,1294,0,0
1,750,1413,5,0
1,750,236,3,0
1,750,120,3,0
1,750,1441,4,0
2,1000,1971,5,1
1,750,776,2,0
2,1000,274,2,1
0,300,213,0,0
1,750,999,1,0
2,1000,959,3,1
2,1000,295,2,1
0,300,588,1,0
2,1000,1378,2,1
2,1000,1648,2,1
1,750,118,1,0
2,1000,1268,2,1
1,750,814,0,0
1,750,580,2,0
1,750,689,2,0
1,750,1414,2,0
2,1000,1331,1,1
1,750,1441,2,0
1,750,1110,0,0
2,1000,513,4,2
2,1000,282,1,1
1,750,202,2,0
2,1000,544,3,1
1,750,1339,4,0
2,1000,1353,3,1
1,750,1346,5,0
1,750,1482,5,0
1,750,475,5,2
1,750,770,4,1
2,1000,707,5,2
2,1000,730,3,1
2,1000,83,4,2
2,1000,1245,1,1
2,1000,805,5,2
1,750,166,1,0
2,1000,1451,3,1
2,1000,1907,0,1
2,1000,543,4,2
1,750,493,1,0
2,1000,316,3,1
1,750,1176,1,0
1,750,775,2,0
1,750,302,5,2
1,750,466,5,2
2,1000,193,0,1
1,750,283,4,2
1,750,838,0,0
0,300,595,4,0
1,750,812,2,0
1,750,545,4,2
1,750,545,3,0
2,1000,888,0,1
2,1000,1293,3,1
0,300,234,2,0
2,1000,1638,1,1
1,750,196,3,0
2,1000,1991,0,1
2,1000,781,0,1
1,750,1047,2,0
0,300,548,4,0
2,1000,805,2,1
1,750,527,2,0
2,1000,1230,2,1
2,1000,497,2,1
2,1000,1845,4,1
2,1000,1566,5,1
2,1000,1028,3,1
1,750,1239,0,0
2,1000,1184,4,2
0,300,101,1,0
2,1000,1326,3,1
2,1000,1463,2,1
2,1000,1539,5,1
2,1000,769,1,1
1,750,834,0,0
0,300,522,5,0
2,1000,1997,4,1
2,1000,1797,2,1
0,300,581,0,0
2,1000,759,1,1
1,750,220,0,0
1,750,18,5,2
1,750,170,2,0
2,1000,1035,3,1
1,750,1279,5,0
2,1000,393,1,1
0,300,576,0,0
0,300,5,5,1
1,750,456,0,0
1,750,672,0,0
2,1000,1546,1,1
1,750,898,5,1
2,1000,1131,1,1
2,1000,1957,3,1
2,1000,1847,1,1
0,300,231,2,0
1,750,1162,1,0
2,1000,157,3,1
2,1000,250,3,1
1,750,232,3,0
1,750,713,3,0
2,1000,625,5,2
2,1000,150,5,2
0,300,188,1,0
2,1000,591,3,1
0,300,536,3,0
2,1000,1237,2,1
2,1000,185,5,2
2,1000,1022,3,1
2,1000,856,1,1
2,1000,956,5,2
2,1000,1566,0,1
2,1000,1413,3,1
1,750,1291,4,0
1,750,457,1,0
2,1000,1085,3,1
0,300,300,0,0
